control_id,file_path,line_number,widget_type,label_or_icon,callback,has_loading_state,prevents_multi_click,is_idempotent,status,notes
UI_150,lib/widgets/tiktok_settings_form.dart,163,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in TikTokSettingsForm
UI_151,lib/widgets/tiktok_settings_form.dart,223,OutlinedButton,Inferred from context,service.isLoading.value ? null : (,Yes,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in TikTokSettingsForm
UI_152,lib/widgets/tiktok_settings_form.dart,248,OutlinedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in TikTokSettingsForm
UI_153,lib/widgets/tiktok_settings_form.dart,305,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in TikTokSettingsForm
UI_154,lib/widgets/tiktok_settings_form.dart,317,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in TikTokSettingsForm
UI_155,lib/widgets/tiktok_settings_form.dart,350,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in TikTokSettingsForm
UI_156,lib/widgets/tiktok_settings_form.dart,377,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in TikTokSettingsForm
UI_157,lib/widgets/tiktok_video_widget.dart,47,GestureDetector,Inferred from context,_openTikTok,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in TikTokVideoWidget
UI_158,lib/widgets/tiktok_video_widget.dart,201,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in TikTokVideoWidget
UI_159,lib/widgets/tiktok_video_widget.dart,206,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in TikTokVideoWidget
UI_160,lib/widgets/tiktok_video_widget.dart,259,InkWell,Inferred from context,onTap,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in TikTokVideoWidget
UI_161,lib/widgets/tiktok_video_widget.dart,286,IconButton,Inferred from context,onTap,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in TikTokVideoWidget
UI_162,lib/widgets/tiktok_video_widget.dart,288,InkWell,Inferred from context,onTap,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in TikTokVideoWidget
UI_163,lib/widgets/video_full_screen_viewer.dart,101,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _VideoFullScreenViewerState
UI_164,lib/widgets/video_full_screen_viewer.dart,125,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _VideoFullScreenViewerState
UI_165,lib/widgets/video_full_screen_viewer.dart,135,IconButton,Inferred from context,_isSaving ? null : _saveVideo,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _VideoFullScreenViewerState
UI_166,lib/widgets/youtube_settings_form.dart,88,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in YoutubeSettingsForm
UI_167,lib/widgets/youtube_settings_form.dart,115,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in YoutubeSettingsForm
UI_168,lib/widgets/youtube_settings_form.dart,137,OutlinedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in YoutubeSettingsForm
UI_169,lib/widgets/chat/chat_input_area.dart,140,IconButton,Inferred from context,onShowAttachmentMenu,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ChatInputArea
UI_170,lib/widgets/chat/chat_input_area.dart,150,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ChatInputArea
UI_171,lib/widgets/chat/chat_input_area.dart,261,GestureDetector,Inferred from context,onClearReply,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ChatInputArea
UI_172,lib/widgets/chat/chat_input_area.dart,364,GestureDetector,Inferred from context,onClear,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ChatInputArea
UI_173,lib/widgets/chat/chat_input_area.dart,391,GestureDetector,Inferred from context,onAudioEnhance,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ChatInputArea
UI_174,lib/widgets/chat/chat_input_area.dart,452,GestureDetector,Inferred from context,(,Yes,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ChatInputArea
UI_175,lib/widgets/chat/chat_input_area.dart,545,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ChatInputArea
UI_176,lib/widgets/chat/chat_input_area.dart,761,ListTile,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ChatInputArea
UI_177,lib/widgets/chat/context_preview_bar.dart,64,InkWell,Inferred from context,onClose,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ContextPreviewBar
UI_178,lib/widgets/chat/full_screen_viewer.dart,71,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in FullScreenImageViewer
UI_179,lib/widgets/chat/full_screen_viewer.dart,76,IconButton,Inferred from context,_saveToGallery,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in FullScreenImageViewer
UI_180,lib/widgets/chat/full_screen_viewer.dart,82,GestureDetector,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in FullScreenImageViewer
UI_181,lib/widgets/chat/swipe_to_reply.dart,73,GestureDetector,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SwipeToReplyState
UI_182,lib/widgets/social/social_profile_dashboard.dart,107,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in SocialProfileDashboard
UI_183,lib/widgets/ui_kit/custom_widgets.dart,45,ElevatedButton,Inferred from context,isLoading ? null : onPressed,Yes,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in SmartButton
UI_184,lib/widgets/ui_kit/custom_widgets.dart,102,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in SmartTextField
UI_185,lib/widgets/ui_kit/custom_widgets.dart,132,TextFormField,Inferred from context,onChanged,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in SmartTextField
UI_186,lib/widgets/ui_kit/smart_card.dart,53,GestureDetector,Inferred from context,widget.onTap,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SmartCardState
UI_187,lib/screens/admin/users_list_screen.dart,70,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _UsersListScreenState
UI_188,lib/screens/admin/users_list_screen.dart,74,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _UsersListScreenState
UI_189,lib/screens/admin/users_list_screen.dart,119,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _UsersListScreenState
UI_190,lib/screens/admin/users_list_screen.dart,123,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _UsersListScreenState
UI_191,lib/screens/admin/users_list_screen.dart,261,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _UsersListScreenState
UI_192,lib/screens/admin/users_list_screen.dart,279,InkWell,Inferred from context,onTap,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _UsersListScreenState
UI_193,lib/screens/admin/users_list_screen.dart,396,ListTile,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _UsersListScreenState
UI_194,lib/screens/admin/users_list_screen.dart,474,Switch,Inferred from context,onChanged,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _UsersListScreenState
UI_195,lib/screens/admin/users_list_screen.dart,537,ListTile,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _UsersListScreenState
UI_196,lib/screens/admin/users_list_screen.dart,672,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _UsersListScreenState
UI_197,lib/screens/admin/users_list_screen.dart,689,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _UsersListScreenState
UI_198,lib/screens/admin/users_list_screen.dart,697,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _UsersListScreenState
UI_199,lib/screens/admin/users_list_screen.dart,704,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _UsersListScreenState
UI_200,lib/screens/auth/account_confirmation_screen.dart,118,TextField,Inferred from context,_confirmAccount,Yes,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _AccountConfirmationScreenState
UI_201,lib/screens/auth/account_confirmation_screen.dart,132,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _AccountConfirmationScreenState
UI_202,lib/screens/auth/edit_profile_screen.dart,149,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _EditProfileScreenState
UI_203,lib/screens/auth/edit_profile_screen.dart,156,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _EditProfileScreenState
UI_204,lib/screens/auth/edit_profile_screen.dart,193,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _EditProfileScreenState
UI_205,lib/screens/auth/edit_profile_screen.dart,207,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _EditProfileScreenState
UI_206,lib/screens/auth/edit_profile_screen.dart,251,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _EditProfileScreenState
UI_207,lib/screens/auth/edit_profile_screen.dart,349,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _EditProfileScreenState
UI_208,lib/screens/auth/edit_profile_screen.dart,369,TextFormField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _EditProfileScreenState
UI_209,lib/screens/auth/edit_profile_screen.dart,422,GestureDetector,Inferred from context,_auth.isLoading.value ? null : _handleSave,Yes,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _EditProfileScreenState
UI_210,lib/screens/auth/login_screen.dart,133,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _LoginScreenState
UI_211,lib/screens/auth/login_screen.dart,141,TextField,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _LoginScreenState
UI_212,lib/screens/auth/login_screen.dart,147,IconButton,Inferred from context,(,Yes,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _LoginScreenState
UI_213,lib/screens/auth/login_screen.dart,175,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _LoginScreenState
UI_214,lib/screens/auth/login_screen.dart,221,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _LoginScreenState
UI_215,lib/screens/auth/login_screen.dart,273,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _LoginScreenState
UI_216,lib/screens/auth/login_screen.dart,318,TextField,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _LoginScreenState
UI_217,lib/screens/auth/password_reset_otp_screen.dart,130,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _PasswordResetOtpScreenState
UI_218,lib/screens/auth/password_reset_otp_screen.dart,138,TextField,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _PasswordResetOtpScreenState
UI_219,lib/screens/auth/password_reset_otp_screen.dart,144,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _PasswordResetOtpScreenState
UI_220,lib/screens/auth/password_reset_otp_screen.dart,154,TextField,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _PasswordResetOtpScreenState
UI_221,lib/screens/auth/password_reset_otp_screen.dart,160,IconButton,Inferred from context,(,Yes,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _PasswordResetOtpScreenState
UI_222,lib/screens/auth/signup_screen.dart,130,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SignupScreenState
UI_223,lib/screens/auth/signup_screen.dart,138,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SignupScreenState
UI_224,lib/screens/auth/signup_screen.dart,146,TextField,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SignupScreenState
UI_225,lib/screens/auth/signup_screen.dart,152,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SignupScreenState
UI_226,lib/screens/auth/signup_screen.dart,162,TextField,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SignupScreenState
UI_227,lib/screens/auth/signup_screen.dart,168,IconButton,Inferred from context,(,Yes,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SignupScreenState
UI_228,lib/screens/auth/signup_screen.dart,219,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SignupScreenState
UI_229,lib/screens/catalog/product_catalog_screen.dart,65,IconButton,Inferred from context,ctrl.deselectAll,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_230,lib/screens/catalog/product_catalog_screen.dart,76,GestureDetector,Inferred from context,ctrl.toggleSelectAll,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_231,lib/screens/catalog/product_catalog_screen.dart,122,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_232,lib/screens/catalog/product_catalog_screen.dart,127,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_233,lib/screens/catalog/product_catalog_screen.dart,132,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_234,lib/screens/catalog/product_catalog_screen.dart,137,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_235,lib/screens/catalog/product_catalog_screen.dart,142,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_236,lib/screens/catalog/product_catalog_screen.dart,175,IconButton,Inferred from context,(,Yes,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_237,lib/screens/catalog/product_catalog_screen.dart,180,IconButton,Inferred from context,(,Yes,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_238,lib/screens/catalog/product_catalog_screen.dart,190,ElevatedButton,Inferred from context,ctrl.cancelCurrentOperation,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_239,lib/screens/catalog/product_catalog_screen.dart,211,IconButton,Inferred from context,ctrl.syncToMeta,Yes,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_240,lib/screens/catalog/product_catalog_screen.dart,262,ElevatedButton,Inferred from context,ctrl.cancelCurrentOperation,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_241,lib/screens/catalog/product_catalog_screen.dart,324,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_242,lib/screens/catalog/product_catalog_screen.dart,361,OutlinedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_243,lib/screens/catalog/product_catalog_screen.dart,375,OutlinedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_244,lib/screens/catalog/product_catalog_screen.dart,453,TextField,Inferred from context,(v,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_245,lib/screens/catalog/product_catalog_screen.dart,494,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_246,lib/screens/catalog/product_catalog_screen.dart,523,GestureDetector,Inferred from context,ctrl.resetAllFilters,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_247,lib/screens/catalog/product_catalog_screen.dart,553,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_248,lib/screens/catalog/product_catalog_screen.dart,611,ListTile,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_249,lib/screens/catalog/product_catalog_screen.dart,667,InkWell,Inferred from context,ctrl.toggleCategorySortMode,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_250,lib/screens/catalog/product_catalog_screen.dart,697,InkWell,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_251,lib/screens/catalog/product_catalog_screen.dart,745,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_252,lib/screens/catalog/product_catalog_screen.dart,823,IconButton,Inferred from context,(,Yes,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_253,lib/screens/catalog/product_catalog_screen.dart,873,InkWell,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_254,lib/screens/catalog/product_catalog_screen.dart,959,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_255,lib/screens/catalog/product_catalog_screen.dart,968,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_256,lib/screens/catalog/product_catalog_screen.dart,1001,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_257,lib/screens/catalog/product_catalog_screen.dart,1052,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_258,lib/screens/catalog/product_catalog_screen.dart,1120,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_259,lib/screens/catalog/product_catalog_screen.dart,1148,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_260,lib/screens/catalog/product_catalog_screen.dart,1169,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_261,lib/screens/catalog/product_catalog_screen.dart,1186,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_262,lib/screens/catalog/product_catalog_screen.dart,1204,ElevatedButton,Inferred from context,isBusy.value,Yes,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_263,lib/screens/catalog/product_catalog_screen.dart,1340,FloatingActionButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_264,lib/screens/catalog/product_catalog_screen.dart,1415,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_265,lib/screens/catalog/product_catalog_screen.dart,1522,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_266,lib/screens/catalog/product_catalog_screen.dart,1534,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_267,lib/screens/catalog/product_catalog_screen.dart,1555,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_268,lib/screens/catalog/product_catalog_screen.dart,1572,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_269,lib/screens/catalog/product_catalog_screen.dart,1590,ElevatedButton,Inferred from context,isBusy.value,Yes,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_270,lib/screens/catalog/product_catalog_screen.dart,1664,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_271,lib/screens/catalog/product_catalog_screen.dart,2010,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_272,lib/screens/catalog/product_catalog_screen.dart,2260,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_273,lib/screens/catalog/product_catalog_screen.dart,2275,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_274,lib/screens/catalog/product_catalog_screen.dart,2309,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_275,lib/screens/catalog/product_catalog_screen.dart,2351,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_276,lib/screens/catalog/product_catalog_screen.dart,2423,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_277,lib/screens/catalog/product_catalog_screen.dart,2428,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCatalogScreen
UI_278,lib/screens/catalog/product_catalog_screen.dart,2587,GestureDetector,Inferred from context,isLoading.value ? null : onTap,Yes,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ActionChip
UI_279,lib/screens/catalog/product_catalog_screen.dart,2692,InkWell,Inferred from context,onTap,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SmartToolTile
UI_280,lib/screens/catalog/product_catalog_screen.dart,2861,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SimilarProductsMergeSheetState
UI_281,lib/screens/catalog/product_catalog_screen.dart,2865,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SimilarProductsMergeSheetState
UI_282,lib/screens/catalog/product_catalog_screen.dart,2959,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SimilarProductsMergeSheetState
UI_283,lib/screens/catalog/product_catalog_screen.dart,2999,Slider,Inferred from context,(val,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SimilarProductsMergeSheetState
UI_284,lib/screens/catalog/product_catalog_screen.dart,3023,ElevatedButton,Inferred from context,_isProcessing ? null : _mergeAllGroups,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SimilarProductsMergeSheetState
UI_285,lib/screens/catalog/product_catalog_screen.dart,3107,ElevatedButton,Inferred from context,_isProcessing ? null : (,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SimilarProductsMergeSheetState
UI_286,lib/screens/catalog/product_catalog_screen.dart,3129,InkWell,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SimilarProductsMergeSheetState
UI_287,lib/screens/catalog/product_form_screen.dart,116,TextButton,Inferred from context,_saveProduct,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_288,lib/screens/catalog/product_form_screen.dart,216,TextButton,Inferred from context,_showManageCategoriesDialog,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_289,lib/screens/catalog/product_form_screen.dart,259,TextButton,Inferred from context,_optimizeDescriptionWithAi,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_290,lib/screens/catalog/product_form_screen.dart,362,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_291,lib/screens/catalog/product_form_screen.dart,380,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_292,lib/screens/catalog/product_form_screen.dart,740,GestureDetector,Inferred from context,ctrl.pickImages,Yes,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_293,lib/screens/catalog/product_form_screen.dart,832,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
