file_path,line_number,symbol_type,symbol_name,parent_or_return,visibility,status,notes
lib/controllers/social_profile_controller.dart,13,Method/Function,SocialProfileController.loadProfile,Future<void>,Public,STATICALLY_VALID,"Params: (String platform, String profileId)"
lib/controllers/theme_controller.dart,3,Class,ThemeController,GetxController,Public,STATICALLY_VALID,Extends GetxController
lib/controllers/theme_controller.dart,10,Method/Function,ThemeController.onInit,void,Public,STATICALLY_VALID,Params: ()
lib/controllers/theme_controller.dart,15,Method/Function,ThemeController._loadThemeFromStorage,void,Private,STATICALLY_VALID,Params: ()
lib/controllers/theme_controller.dart,23,Method/Function,ThemeController.toggleTheme,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/theme_controller.dart,28,Method/Function,ThemeController.setTheme,Future<void>,Public,STATICALLY_VALID,Params: (bool isDark)
lib/controllers/trend_controller.dart,10,Class,TrendController,GetxController,Public,STATICALLY_VALID,Extends GetxController
lib/controllers/trend_controller.dart,16,Method/Function,TrendController.startDownload,Future<String?>,Public,STATICALLY_VALID,"Params: (String? url, {bool saveToGal = true})"
lib/controllers/trend_controller.dart,59,Method/Function,TrendController.saveToGallery,await,Public,STATICALLY_VALID,Params: (savePath)
lib/controllers/trend_controller.dart,78,Method/Function,TrendController.saveToGallery,Future<void>,Public,STATICALLY_VALID,Params: (String filePath)
lib/controllers/whatsapp_sync_controller.dart,9,Class,WhatsAppSyncController,GetxController,Public,STATICALLY_VALID,Extends GetxController
lib/controllers/whatsapp_sync_controller.dart,30,Method/Function,WhatsAppSyncController.onInit,void,Public,STATICALLY_VALID,Params: ()
lib/controllers/whatsapp_sync_controller.dart,35,Method/Function,WhatsAppSyncController.loadAll,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/whatsapp_sync_controller.dart,47,Method/Function,WhatsAppSyncController.fetchConfig,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/whatsapp_sync_controller.dart,52,Method/Function,WhatsAppSyncController.fetchDrafts,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/whatsapp_sync_controller.dart,57,Method/Function,WhatsAppSyncController.saveSettings,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/whatsapp_sync_controller.dart,82,Method/Function,WhatsAppSyncController.runSimulation,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/whatsapp_sync_controller.dart,120,Method/Function,WhatsAppSyncController.approveDraft,Future<void>,Public,STATICALLY_VALID,Params: (WhatsAppDraftModel draft)
lib/database/database_helper.dart,12,Class,DatabaseHelper,,Public,STATICALLY_VALID,Base Class
lib/database/database_helper.dart,17,Method/Function,DatabaseHelper.DatabaseHelper,factory,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,29,Method/Function,DatabaseHelper._initializeDatabase,Future<Database>,Private,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,40,Method/Function,DatabaseHelper._onCreate,Future<void>,Private,STATICALLY_VALID,"Params: (Database db, int version)"
lib/database/database_helper.dart,110,Method/Function,DatabaseHelper.close,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,115,Method/Function,DatabaseHelper.deleteDatabase,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,122,Method/Function,DatabaseHelper._getCurrentTimestamp,String,Private,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,126,Method/Function,DatabaseHelper.insertUser,Future<int>,Public,STATICALLY_VALID,Params: (UserModel user)
lib/database/database_helper.dart,131,Method/Function,DatabaseHelper.getAllUsers,Future<List<UserModel>>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,137,Method/Function,DatabaseHelper.getUserById,Future<UserModel?>,Public,STATICALLY_VALID,Params: (int id)
lib/database/database_helper.dart,150,Method/Function,DatabaseHelper.updateUser,Future<int>,Public,STATICALLY_VALID,Params: (UserModel user)
lib/database/database_helper.dart,160,Method/Function,DatabaseHelper.deleteUser,Future<int>,Public,STATICALLY_VALID,Params: (int id)
lib/database/database_helper.dart,169,Method/Function,DatabaseHelper.deleteAllUsers,Future<int>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,176,Method/Function,DatabaseHelper.insertApiKey,Future<int>,Public,STATICALLY_VALID,Params: (ApiKeyModel apiKey)
lib/database/database_helper.dart,181,Method/Function,DatabaseHelper.getAllApiKeys,Future<List<ApiKeyModel>>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,187,Method/Function,DatabaseHelper.getApiKeyById,Future<ApiKeyModel?>,Public,STATICALLY_VALID,Params: (int id)
lib/database/database_helper.dart,200,Method/Function,DatabaseHelper.getApiKeyByService,Future<ApiKeyModel?>,Public,STATICALLY_VALID,Params: (String serviceName)
lib/database/database_helper.dart,213,Method/Function,DatabaseHelper.getEnabledApiKeys,Future<List<ApiKeyModel>>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,223,Method/Function,DatabaseHelper.updateApiKey,Future<int>,Public,STATICALLY_VALID,Params: (ApiKeyModel apiKey)
lib/database/database_helper.dart,233,Method/Function,DatabaseHelper.updateApiKeyByService,Future<int>,Public,STATICALLY_VALID,"Params: (String serviceName, String apiKey)"
lib/database/database_helper.dart,243,Method/Function,DatabaseHelper.toggleApiKeyStatus,Future<int>,Public,STATICALLY_VALID,Params: (int id)
lib/database/database_helper.dart,256,Method/Function,DatabaseHelper.deleteApiKey,Future<int>,Public,STATICALLY_VALID,Params: (int id)
lib/database/database_helper.dart,274,Method/Function,DatabaseHelper.deleteAllApiKeys,Future<int>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,282,Method/Function,DatabaseHelper.saveApiKey,Future<void>,Public,STATICALLY_VALID,"Params: (String service, String key)"
lib/database/database_helper.dart,288,Method/Function,DatabaseHelper.Exception,throw,Public,STATICALLY_VALID,Params: ('API key cannot be empty')
lib/database/database_helper.dart,319,Method/Function,DatabaseHelper.Exception,throw,Public,STATICALLY_VALID,Params: ('Failed to save API key for $service: $e...)
lib/database/database_helper.dart,324,Method/Function,DatabaseHelper.getApiKey,Future<String?>,Public,STATICALLY_VALID,Params: (String service)
lib/database/database_helper.dart,338,Method/Function,DatabaseHelper.Exception,throw,Public,STATICALLY_VALID,Params: ('Failed to retrieve API key for $service...)
lib/database/database_helper.dart,343,Method/Function,DatabaseHelper.deleteApiKeyByService,Future<void>,Public,STATICALLY_VALID,Params: (String service)
lib/database/database_helper.dart,352,Method/Function,DatabaseHelper.Exception,throw,Public,STATICALLY_VALID,Params: ('Failed to delete API key for $service: ...)
lib/database/database_helper.dart,358,Method/Function,DatabaseHelper.insertSetting,Future<int>,Public,STATICALLY_VALID,Params: (SettingModel setting)
lib/database/database_helper.dart,363,Method/Function,DatabaseHelper.getAllSettings,Future<List<SettingModel>>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,369,Method/Function,DatabaseHelper.getSettingById,Future<SettingModel?>,Public,STATICALLY_VALID,Params: (int id)
lib/database/database_helper.dart,382,Method/Function,DatabaseHelper.getSettingByKey,Future<SettingModel?>,Public,STATICALLY_VALID,Params: (String key)
lib/database/database_helper.dart,395,Method/Function,DatabaseHelper.getSettingValue,Future<String?>,Public,STATICALLY_VALID,Params: (String key)
lib/database/database_helper.dart,400,Method/Function,DatabaseHelper.upsertSetting,Future<int>,Public,STATICALLY_VALID,"Params: (String key, String value)"
lib/database/database_helper.dart,426,Method/Function,DatabaseHelper.updateSetting,Future<int>,Public,STATICALLY_VALID,Params: (SettingModel setting)
lib/database/database_helper.dart,436,Method/Function,DatabaseHelper.deleteSetting,Future<int>,Public,STATICALLY_VALID,Params: (int id)
lib/database/database_helper.dart,445,Method/Function,DatabaseHelper.deleteSettingByKey,Future<int>,Public,STATICALLY_VALID,Params: (String key)
lib/database/database_helper.dart,454,Method/Function,DatabaseHelper.deleteAllSettings,Future<int>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,461,Method/Function,DatabaseHelper.insertContent,Future<int>,Public,STATICALLY_VALID,Params: (ContentModel content)
lib/database/database_helper.dart,466,Method/Function,DatabaseHelper.getAllContent,Future<List<ContentModel>>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,472,Method/Function,DatabaseHelper.getContentById,Future<ContentModel?>,Public,STATICALLY_VALID,Params: (int id)
lib/database/database_helper.dart,485,Method/Function,DatabaseHelper.getContentByInputType,Future<List<ContentModel>>,Public,STATICALLY_VALID,Params: (String inputType)
lib/database/database_helper.dart,496,Method/Function,DatabaseHelper.getContentByModel,Future<List<ContentModel>>,Public,STATICALLY_VALID,Params: (String model)
lib/database/database_helper.dart,507,Method/Function,DatabaseHelper.updateContent,Future<int>,Public,STATICALLY_VALID,Params: (ContentModel content)
lib/database/database_helper.dart,517,Method/Function,DatabaseHelper.deleteContent,Future<int>,Public,STATICALLY_VALID,Params: (int id)
lib/database/database_helper.dart,526,Method/Function,DatabaseHelper.deleteAllContent,Future<int>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,531,Method/Function,DatabaseHelper.deleteOldContent,Future<int>,Public,STATICALLY_VALID,Params: (int days)
lib/database/database_helper.dart,543,Method/Function,DatabaseHelper.insertMedia,Future<int>,Public,STATICALLY_VALID,Params: (MediaModel media)
lib/database/database_helper.dart,548,Method/Function,DatabaseHelper.getAllMedia,Future<List<MediaModel>>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,554,Method/Function,DatabaseHelper.getMediaById,Future<MediaModel?>,Public,STATICALLY_VALID,Params: (int id)
lib/database/database_helper.dart,567,Method/Function,DatabaseHelper.getMediaByType,Future<List<MediaModel>>,Public,STATICALLY_VALID,Params: (String type)
lib/database/database_helper.dart,578,Method/Function,DatabaseHelper.updateMedia,Future<int>,Public,STATICALLY_VALID,Params: (MediaModel media)
lib/database/database_helper.dart,588,Method/Function,DatabaseHelper.deleteMedia,Future<int>,Public,STATICALLY_VALID,Params: (int id)
lib/database/database_helper.dart,597,Method/Function,DatabaseHelper.deleteAllMedia,Future<int>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,602,Method/Function,DatabaseHelper.deleteOldMedia,Future<int>,Public,STATICALLY_VALID,Params: (int days)
lib/database/database_helper.dart,614,Method/Function,DatabaseHelper.insertLog,Future<int>,Public,STATICALLY_VALID,Params: (LogModel log)
lib/database/database_helper.dart,619,Method/Function,DatabaseHelper.logAction,Future<int>,Public,STATICALLY_VALID,"Params: (String action, {String? details})"
lib/database/database_helper.dart,629,Method/Function,DatabaseHelper.getAllLogs,Future<List<LogModel>>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,635,Method/Function,DatabaseHelper.getLogById,Future<LogModel?>,Public,STATICALLY_VALID,Params: (int id)
lib/database/database_helper.dart,648,Method/Function,DatabaseHelper.getLogsByAction,Future<List<LogModel>>,Public,STATICALLY_VALID,Params: (String action)
lib/database/database_helper.dart,659,Method/Function,DatabaseHelper.getLogsFromDate,Future<List<LogModel>>,Public,STATICALLY_VALID,Params: (DateTime startDate)
lib/database/database_helper.dart,670,Method/Function,DatabaseHelper.getLogsBetweenDates,Future<List<LogModel>>,Public,STATICALLY_VALID,"Params: (DateTime startDate, DateTime endDate)"
lib/database/database_helper.dart,681,Method/Function,DatabaseHelper.deleteLog,Future<int>,Public,STATICALLY_VALID,Params: (int id)
lib/database/database_helper.dart,690,Method/Function,DatabaseHelper.deleteAllLogs,Future<int>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,695,Method/Function,DatabaseHelper.deleteOldLogs,Future<int>,Public,STATICALLY_VALID,Params: (int days)
lib/database/database_helper.dart,705,Method/Function,DatabaseHelper.getLogCount,Future<int>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,745,Method/Function,DatabaseHelper.vacuumDatabase,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,750,Method/Function,DatabaseHelper.getDatabaseSize,Future<int>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,760,Method/Function,DatabaseHelper.backupDatabase,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/database/database_helper.dart,782,Method/Function,DatabaseHelper.insertVideo,Future<int>,Public,STATICALLY_VALID,"Params: (String videoPath, {String? description, ...)"
lib/database/database_helper.dart,810,Method/Function,DatabaseHelper.updateVideo,Future<int>,Public,STATICALLY_VALID,"Params: (int id, {String? description, String? ha...)"
lib/database/database_helper.dart,823,Method/Function,DatabaseHelper.deleteVideo,Future<int>,Public,STATICALLY_VALID,Params: (int id)
lib/database/database_helper.dart,832,Method/Function,DatabaseHelper.deleteAllVideos,Future<int>,Public,STATICALLY_VALID,Params: ()
lib/models/api_key_model.dart,1,Class,ApiKeyModel,,Public,STATICALLY_VALID,Base Class
lib/models/api_key_model.dart,26,Method/Function,ApiKeyModel.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/api_key_model.dart,53,Method/Function,ApiKeyModel.toString,String,Public,STATICALLY_VALID,Params: ()
lib/models/brand_identity_model.dart,5,Class,BrandIdentity,,Public,STATICALLY_VALID,Base Class
lib/models/brand_identity_model.dart,28,Method/Function,BrandIdentity.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/brand_info.dart,2,Class,BrandInfo,,Public,STATICALLY_VALID,Base Class
lib/models/catalog_category_model.dart,3,Class,CatalogCategory,,Public,STATICALLY_VALID,Base Class
lib/models/catalog_category_model.dart,32,Method/Function,CatalogCategory.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/catalog_media_model.dart,3,Class,CatalogProductMedia,,Public,STATICALLY_VALID,Base Class
lib/models/catalog_media_model.dart,44,Method/Function,CatalogProductMedia.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/catalog_product_model.dart,6,Class,CatalogProduct,,Public,STATICALLY_VALID,Base Class
lib/models/catalog_product_model.dart,192,Method/Function,CatalogProduct.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/catalog_product_model.dart,239,Method/Function,CatalogProduct.parseStringList,List<String>,Public,STATICALLY_VALID,Params: (dynamic val)
lib/models/catalog_product_model.dart,324,Method/Function,CatalogProduct.safe,String,Public,STATICALLY_VALID,Params: (int i)
lib/models/catalog_product_model.dart,397,Method/Function,CatalogProduct.val,String,Public,STATICALLY_VALID,Params: (int idx)
lib/models/catalog_product_model.dart,399,Method/Function,CatalogProduct.parsePriceVal,double,Public,STATICALLY_VALID,Params: (String pStr)
lib/models/catalog_product_model.dart,462,Method/Function,CatalogProduct.toCsvRow,String,Public,STATICALLY_VALID,Params: ({String? defaultLink})
lib/models/catalog_product_model.dart,463,Method/Function,CatalogProduct.escCsv,String,Public,STATICALLY_VALID,Params: (String? v)
lib/models/catalog_product_model.dart,618,Method/Function,CatalogProduct.toString,String,Public,STATICALLY_VALID,Params: ()
lib/models/catalog_product_model.dart,622,Class,ProductCategoryInfo,,Public,STATICALLY_VALID,Base Class
lib/models/catalog_product_model.dart,635,Method/Function,ProductCategoryInfo.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/content_model.dart,1,Class,ContentModel,,Public,STATICALLY_VALID,Base Class
lib/models/content_model.dart,32,Method/Function,ContentModel.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/content_model.dart,65,Method/Function,ContentModel.toString,String,Public,STATICALLY_VALID,Params: ()
lib/models/log_model.dart,1,Class,LogModel,,Public,STATICALLY_VALID,Base Class
lib/models/log_model.dart,23,Method/Function,LogModel.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/log_model.dart,47,Method/Function,LogModel.toString,String,Public,STATICALLY_VALID,Params: ()
lib/models/media_model.dart,1,Class,MediaModel,,Public,STATICALLY_VALID,Base Class
lib/models/media_model.dart,23,Method/Function,MediaModel.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/media_model.dart,47,Method/Function,MediaModel.toString,String,Public,STATICALLY_VALID,Params: ()
lib/models/product_memory_model.dart,3,Class,ProductMemoryModel,,Public,STATICALLY_VALID,Base Class
lib/models/product_memory_model.dart,33,Method/Function,ProductMemoryModel.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/product_memory_model.dart,100,Method/Function,ProductMemoryModel.toString,String,Public,STATICALLY_VALID,Params: ()
lib/models/product_photo_models.dart,7,Class,ProductAnalysis,,Public,STATICALLY_VALID,Base Class
lib/models/product_photo_models.dart,47,Method/Function,ProductAnalysis.toJson,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/product_photo_models.dart,63,Class,ScenePrompt,,Public,STATICALLY_VALID,Base Class
lib/models/product_photo_models.dart,102,Method/Function,ScenePrompt.toJson,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/product_photo_models.dart,115,Class,ProductPhotoResult,,Public,STATICALLY_VALID,Base Class
lib/models/setting_model.dart,1,Class,SettingModel,,Public,STATICALLY_VALID,Base Class
lib/models/setting_model.dart,23,Method/Function,SettingModel.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/setting_model.dart,47,Method/Function,SettingModel.toString,String,Public,STATICALLY_VALID,Params: ()
lib/models/user_activity.dart,1,Class,UserActivity,,Public,STATICALLY_VALID,Base Class
lib/models/user_activity.dart,34,Method/Function,UserActivity.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/user_model.dart,1,Class,UserModel,,Public,STATICALLY_VALID,Base Class
lib/models/user_model.dart,38,Method/Function,UserModel.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/user_model.dart,74,Method/Function,UserModel.toString,String,Public,STATICALLY_VALID,Params: ()
lib/models/video_composition.dart,12,Class,SceneModel,,Public,STATICALLY_VALID,Base Class
lib/models/video_composition.dart,33,Method/Function,SceneModel.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/video_composition.dart,59,Class,VideoProject,,Public,STATICALLY_VALID,Base Class
lib/models/video_composition.dart,76,Method/Function,VideoProject.toJson,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/whatsapp_sync_models.dart,5,Class,WhatsAppWabaAccount,,Public,STATICALLY_VALID,Base Class
lib/models/whatsapp_sync_models.dart,30,Method/Function,WhatsAppWabaAccount.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/whatsapp_sync_models.dart,41,Class,WhatsAppSyncConfig,,Public,STATICALLY_VALID,Base Class
lib/models/whatsapp_sync_models.dart,115,Method/Function,WhatsAppSyncConfig.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/whatsapp_sync_models.dart,169,Class,WhatsAppAiSuggestion,,Public,STATICALLY_VALID,Base Class
lib/models/whatsapp_sync_models.dart,195,Method/Function,WhatsAppAiSuggestion.toMap,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/models/whatsapp_sync_models.dart,206,Class,WhatsAppDraftModel,,Public,STATICALLY_VALID,Base Class
lib/screens/admin_dashboard_screen.dart,14,Class,AdminDashboardScreen,StatelessWidget,Public,STATICALLY_VALID,Extends StatelessWidget
lib/screens/admin_dashboard_screen.dart,15,Method/Function,AdminDashboardScreen.AdminDashboardScreen,const,Public,STATICALLY_VALID,Params: ({super.key})
lib/screens/admin_dashboard_screen.dart,18,Method/Function,AdminDashboardScreen.build,Widget,Public,STATICALLY_VALID,Params: (BuildContext context)
lib/screens/admin_dashboard_screen.dart,42,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 16)
lib/screens/admin_dashboard_screen.dart,51,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 8)
lib/screens/admin_dashboard_screen.dart,157,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 12)
lib/screens/admin_dashboard_screen.dart,287,Method/Function,AdminDashboardScreen._buildAdminHeader,Widget,Private,STATICALLY_VALID,"Params: (BuildContext context, AuthController aut...)"
lib/screens/admin_dashboard_screen.dart,359,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 16)
lib/screens/admin_dashboard_screen.dart,380,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 4)
lib/screens/admin_dashboard_screen.dart,464,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 10)
lib/screens/admin_dashboard_screen.dart,472,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 8)
lib/screens/admin_dashboard_screen.dart,484,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 10)
lib/screens/admin_dashboard_screen.dart,498,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 10)
lib/screens/admin_dashboard_screen.dart,524,Method/Function,AdminDashboardScreen._buildSearchAndFiltersBar,Widget,Private,STATICALLY_VALID,Params: (AdminController controller)
lib/screens/admin_dashboard_screen.dart,566,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 10)
lib/screens/admin_dashboard_screen.dart,614,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 8)
lib/screens/admin_dashboard_screen.dart,652,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 6)
lib/screens/admin_dashboard_screen.dart,663,Method/Function,AdminDashboardScreen._buildSystemStatsPanel,Widget,Private,STATICALLY_VALID,Params: (AdminController controller)
lib/screens/admin_dashboard_screen.dart,675,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 8)
lib/screens/admin_dashboard_screen.dart,679,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 8)
lib/screens/admin_dashboard_screen.dart,683,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 8)
lib/screens/admin_dashboard_screen.dart,692,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 8)
lib/screens/admin_dashboard_screen.dart,699,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 8)
lib/screens/admin_dashboard_screen.dart,703,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 8)
lib/screens/admin_dashboard_screen.dart,707,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 8)
lib/screens/admin_dashboard_screen.dart,766,Method/Function,AdminDashboardScreen.GalacticBackgroundUnified,const,Public,STATICALLY_VALID,Params: ()
lib/screens/admin_dashboard_screen.dart,815,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 6)
lib/screens/admin_dashboard_screen.dart,934,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 2)
lib/screens/admin_dashboard_screen.dart,945,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 4)
lib/screens/admin_dashboard_screen.dart,974,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 4)
lib/screens/admin_dashboard_screen.dart,995,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 16)
lib/screens/admin_dashboard_screen.dart,1019,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 12)
lib/screens/admin_dashboard_screen.dart,1022,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 12)
lib/screens/admin_dashboard_screen.dart,1025,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 16)
lib/screens/admin_dashboard_screen.dart,1028,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 20)
lib/screens/admin_dashboard_screen.dart,1041,Method/Function,AdminDashboardScreen.SliverToBoxAdapter,const,Public,STATICALLY_VALID,Params: (child: SizedBox(height: 40)
lib/screens/admin_dashboard_screen.dart,1047,Method/Function,AdminDashboardScreen._buildUserCreativeStats,Widget,Private,STATICALLY_VALID,"Params: (Map<String, dynamic> user)"
lib/screens/admin_dashboard_screen.dart,1067,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 12)
lib/screens/admin_dashboard_screen.dart,1078,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 12)
lib/screens/admin_dashboard_screen.dart,1089,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 12)
lib/screens/admin_dashboard_screen.dart,1104,Method/Function,AdminDashboardScreen._smallStatBox,Widget,Private,STATICALLY_VALID,"Params: (String label, String value, IconData ico...)"
lib/screens/admin_dashboard_screen.dart,1115,Method/Function,AdminDashboardScreen._buildActivityLogSection,Widget,Private,STATICALLY_VALID,Params: (AdminController controller)
lib/screens/admin_dashboard_screen.dart,1173,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 10)
lib/screens/admin_dashboard_screen.dart,1207,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 12)
lib/screens/admin_dashboard_screen.dart,1216,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 8)
lib/screens/admin_dashboard_screen.dart,1223,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 8)
lib/screens/admin_dashboard_screen.dart,1245,Method/Function,AdminDashboardScreen.if,else,Public,STATICALLY_VALID,Params: (logs.isEmpty)
lib/screens/admin_dashboard_screen.dart,1254,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 10)
lib/screens/admin_dashboard_screen.dart,1260,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 4)
lib/screens/admin_dashboard_screen.dart,1292,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 6)
lib/screens/admin_dashboard_screen.dart,1320,Method/Function,AdminDashboardScreen._buildActivityTimeline,Widget,Private,STATICALLY_VALID,"Params: (List<Map<String, dynamic>> logs)"
lib/screens/admin_dashboard_screen.dart,1357,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 8)
lib/screens/admin_dashboard_screen.dart,1366,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 8)
lib/screens/admin_dashboard_screen.dart,1483,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 12)
lib/screens/admin_dashboard_screen.dart,1525,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 12)
lib/screens/admin_dashboard_screen.dart,1541,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 2)
lib/screens/admin_dashboard_screen.dart,1546,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 4)
lib/screens/admin_dashboard_screen.dart,1559,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 2)
lib/screens/admin_dashboard_screen.dart,1569,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 6)
lib/screens/admin_dashboard_screen.dart,1578,Method/Function,AdminDashboardScreen.SizedBox,const,Public,STATICALLY_VALID,Params: (width: 6)
